Başlık, Vücut Kimliği, Duruş
 Hindistan'da 24 yıllık hastalık izninin ardından memur görevden alındı,1318, kabul etmek
 Yedi genç kız okul gezisinde hamile kaldı,1103, tartışmak
 Kanada Parlamentosu Yakınlarında Meydana Gelen Silahlı Saldırıda Asker ve Silahlı Adam Öldü,2156, kabul etmek
"Kanadalı yetkili, Ottawa'da ölen silahlı saldırganın Michael Zehaf-Bibeau olduğunu tespit etti",2214, tartışmak
" Apple 12 İnç MacBook Air Detayları Ortaya Çıktı; Cihaz Mevcut Modelden Daha İnce, Daha Hafif Olabilir",690, tartışmak
 @FoxNewsPress'in dava tehditlerini tweetleyen hesabı sahtedir,696, kabul etmek
" Yeni Ses Kaydı, Michael Brown Vurulduğu Sırada Silah Seslerinde Duraklama Olduğunu Gösteriyor: Avukat",1817, tartışmak
" 11 Trablus Uçağı Hala Kayıp, 11 Eylül Endişelerini Tetikliyor",2010, tartışmak
 KC hastanesi: Hastanın Ebola semptom profili yok,2104, kabul etmek
" IŞİD, ABD Hava İndirme Biriminden Malzeme Aldığını İddia Ediyor",2404, tartışmak
 Nijerya: Ateşkesin bildirilmesinin ardından kaçırılan kız öğrencilerin geri dönmesine yönelik umutlar arttı,955, tartışmak
" Başkan Yardımcısı, Lüks Vegas Yemeğine 300.000 Dolar Harcadı",1791, kabul etmek
 Metropolitan polisi Banksy'nin tutuklandığı yönündeki haberleri yalanladı,107, kabul etmek
" Video: Denizci, Taliban keskin nişancı saldırısından sonra kaskı sayesinde kurtuldu",2046, kabul etmek
Boko Haram'ın 'Ateşkesi'nin İhlal Edilmesinin Ardından Kızların Serbest Bırakılmasına Yönelik Umutlar Tükendi,2403, tartışmak
" Ottawa, IŞİD'in Kanadalı-İsrailli bir kadını kaçırdığına dair haberleri araştırıyor",1899, tartışmak
 1795'ten kalma Eyalet Evi zaman kapsülü ortaya çıkarıldı,1997, tartışmak
" Nijeryalı Yetkililer, Boko Haram'ın Kaçırılan Kızları Serbest Bırakabileceğini Söyledi",2403, tartışmak
 'Cihatçı John': Batı Londra'dan IŞİD savaşçısının adı Muhammed Emwazi olarak açıklandı,2123, tartışmak
 IŞİD Videosu: Amerika'nın Havadan Attığı Silahlar Artık Bizim Elimizde,2295, tartışmak
" İki GOP Kongre Üyesi, Şüpheli Teröristlerin ABD-Meksika Sınırını Geçerken Yakalandığını Söyledi",1398, tartışmak
" Vay Canına, Paul Rudd Homofobiği Deviren Havaalanı Kahramanlarından Biriydi",1094, tartışmak
 Kayıp Amerikalı gazetecinin IŞİD tarafından başının kesildiği bildirildi,206, tartışmak
 Vogue'un Fare İstilası: Rahatsız Edici Yeni Ayrıntılar,1149, tartışmak
" Apple, akıllı saatinden temel sağlık özelliklerini kaldırmak zorunda kaldı -- rapor",521, tartışmak
" Video: Denizci, kaskı sayesinde Taliban keskin nişancısının kafasından vurulmaktan kurtuldu",1180, kabul etmek
 Hava Durumu Muhabiri Kar Üzerine Adını Yazarken Yakalandı Kamera Karşısına Çıkmaya HAZIR DEĞİLDİ (GÜNCELLENDİ),1829, kabul etmek
 Kanadalı-İsrailli Kadın Suriye'de Yakalanmış Olabilir: Raporlar,1295, tartışmak
 Macaulay Culkin öldü: Oyuncu başka bir ölüm aldatmacasının kurbanı oldu,2502, kabul etmek
" Evander Kane ""Çıkış Yolunda"" Kaynaklara Göre Fiyatı Çok Yüksek; Kimler Dahil?",1577, tartışmak
 Zack Snyder Sahte Çalınan Batmobile Raporuna Yanıt Verdi,1751, kabul etmek
" IŞİD, kayıp ABD'li gazeteci James Foley'nin başının kesilerek öldürülmesini gösteren videoyu yayınladı",1206, tartışmak
 Evsiz Bir Adama 100 Dolar Verdikten Sonra Gizlice Onu Kameraya Çekti...,1925, kabul etmek
" Lynch çetesi, bir genci tecavüz etmeye çalışırken yakaladığı adamın penisini kesti",650, kabul etmek
 Tropikal örümcek Bali turistinin derisinin altına girdi,1883, kabul etmek
 iOS 8 hatası iCloud Drive belgelerinizi silebilir,545, tartışmak
 IŞİD'in ABD'li Gazeteci James Wright Foley'i Kamera Önünde Kafasını Kestiği İddia Edildi,2524, tartışmak
" İngiliz rehine David Haines, IŞİD teröristleri tarafından başı kesilerek öldürüldü",2241, tartışmak
" DSÖ, IŞİD savaşçılarının Ebola'ya yakalanıp yakalanmadığını 'araştırıyor'",1807, tartışmak
" Kuzey Kore lideri Kim Jong-un kayıp değil, sadece ayak bileğinden ameliyat oldu",856, tartışmak
 Detroit Polisi Batmobile'ın Güvenli Olduğuna Dair Açıklama Yayımladı,1529, tartışmak
 Hapşıran insanlara tokat atan adam polis tarafından yakalandı,1897, kabul etmek
Medya Başkan Yardımcısının 30 Kişilik Akşam Yemeği İçin 300.000 Dolar Ödediği Söyleniyor,1791, tartışmak
 Tropikal örümcek apandisit yarasından insanın derisinin altına girdi ve orada ÜÇ GÜN yaşadı,1321, aynı fikirde olmamak
" Kuzey Kore lideri Kim Jong-un'un gizemli hastalığı aslında iki kırık ayak bileği, diyor gazete",1465, tartışmak
" Video Mesajlaşma Uygulaması, Michael Brown'ın Vurulmasıyla İlgili Ses Kaydının Gerçek Olduğunu Söylüyor",1934, tartışmak
 Jeh Johnson: Politikacılar IŞİD ve Ebola Üzerinden 'Korku Alevlerini Beslememeli',871, tartışmak
 Suudi Arabistan'ın kardan adam yasağını öngören fetvası hararetli tartışmalara yol açtı,2456, kabul etmek
 Michael Brown'ın vurulma sesi kayda mı alındı?,149, tartışmak
" VİDEO: Oğul, Noel Sürprizi Olarak İpoteklerini Ödeyerek Ebeveynlerini Şaşırttı",2036, tartışmak
 Beyaz Saray Çit Atlayıcısı Kadın Muhafızın Yanından İtildi,1017, kabul etmek
" Ebola, Musul'daki IŞİD militanlarına bulaştı mı?",1807, tartışmak
" #IŞİD, ABD'ye #Irak'taki müdahalesine son vermesi için mesaj göndermek amacıyla foto muhabiri James Wright Foley'i başını keserek öldürdü.",1948, tartışmak
 Medya kuruluşları 'Cihatçı John'u teşhis etti,2349, tartışmak
" Yetkililer, Kongre üyesinin IŞİD teröristlerinin ABD-Meksika sınırından geçtiğine dair iddialarını yalanladı",2016, kabul etmek
" KFC, Colorado Restoranlarında Marijuana Satmak İçin Mesleki İşletme Lisansı Aldı KFC, Colorado Restoranlarında Marijuana Satmak İçin Mesleki İşletme Lisansı Aldı",1973, kabul etmek
" Uzman, Bunbury'li Dylan Thomas'ın mide örümceği hikayesine şüpheyle yaklaşıyor",1923, kabul etmek
 13 yaşında yedi kız çocuğu okul gezisinde hamile kalıyor,2248, kabul etmek
 Personel Muhabiri,1711, kabul etmek
" Lübnan, El Bağdadi'nin eşini ve oğlunu gözaltına aldı",1468, aynı fikirde olmamak
" Irak Sağlık Bakanlığı, IŞİD savaşçılarının Ebola'ya yakalandığına dair haberlerin 'yanlış' olduğunu söyledi",2138, kabul etmek
" Feminist, Erkek Olduğu İçin Bebeğini Kürtaj Ettirdi, İnsanlar Onaylamıyor",2526, tartışmak
 Boko Haram ateşkes anlaşması yaptığını yalanladı,2139, tartışmak
" Video, Militanlar Tarafından ABD'li Gazetecinin Başının Kesildiğini Gösteriyor",1011, tartışmak
" Öğle tatillerinde hisse senedi ticareti yaparak 72 MİLYON dolar kazanan New York'lu okul çocuğu - ve şimdi arkadaşlarını 400 dolarlık havyar yemeye götürüyor, bir BMW kullanıyor ve kesinlikle göçmen ebeveynlerini gururlandırıyor",1760, tartışmak
 Örümcek Avustralyalı Adamın Apandisit Yarasına Girdi (VİDEO),1797, aynı fikirde olmamak
" Katolik Bir Rahibin Ölmesi, Tanrı'yı Bir Kadın Olarak Görmesi ve Hayata Geri Dönmesiyle İlgili Hikaye? Kesinlikle Sahte",2515, aynı fikirde olmamak
 Cihatçı John'un MASKESİ ORTAYA ÇIKARILDI: İslam Devleti katili Batı Londralı Muhammed Emwazi olarak adlandırıldı,2123, tartışmak
 Sokak Sanatçısı BANKSY Yine Mi Tutuklandı?,900, tartışmak
 Balkabağı Baharatlı Kondomlar Dünyayı Temel Çocuklardan Kurtaracak Tek Şey Olabilir,550, tartışmak
 Bu Arjantinli kadın acımasız bir çevrimiçi aldatmacanın kurbanı mı oldu? Öğretmenin öğrencisiyle seks yaptığını gösterdiğini iddia eden yetişkin videosu göründüğü gibi değil,1496, tartışmak
" Bergdahl: Senatör, Cihatçıların El Kaide Bağlantılı Biriyle 'Temas Halinde' Olan ABD Askerleriyle Değiştirildiğini Söyledi",773, tartışmak
" CNN, Michael Brown Saldırısından İddia Edilen Ses Kaydını Yayımladı",1446, tartışmak
Bugatti Veyron Penis Grafitisiyle Mi Tahrip Edildi? Viral Fotoğraf Göründüğü Gibi Değil,2369, aynı fikirde olmamak
Kuzey Kore lideri yıllık ritüeli kaçırdı; kız kardeşi 'görev devraldı',780, tartışmak
" Obama, James Foley'in İdamını Kınadı: 'Bugün Tüm Dünya Dehşete Düştü'",1589, kabul etmek
 Nijeryalılar Boko Haram'ın 'ateşkesinin' ihlal edilmesinin ardından kızların serbest bırakılmasından şüphe ediyor,1630, tartışmak
 Nikaragua'daki meteor çarpması uzmanları şaşırttı,1056, aynı fikirde olmamak
 HARİKA! Kanada Parlamentosu'nun Silahlı Çavuşu Kevin Vickers Silahlı Adamı Öldürdü,1666, kabul etmek
 Pentagon: Militanların ele geçirdiği 1 silah paketi,2509, tartışmak
" Hayır, Irak'ta herhangi bir Ebola vakası yok",2075, tartışmak
" IŞİD, Grubun Eline Geçen İlk Batılı Kadın Olan Gill Rosenberg'i Kaçırdığını İddia Ediyor",346, tartışmak
" Örümcek apandisit yarasına girdi, WA'lı adamın vücuduna girdi",1602, tartışmak
Apple 24 Şubat'ta Etkinlik Düzenleyebilir veya Düzenlemeyebilir [Söylenti],660, tartışmak
 Kayıp Uçaklar,2010, tartışmak
 Borno eyaletinde şiddet artarken Boko Haram ateşkesi göz ardı edildi,2403, tartışmak
 'Teletubbies'deki Güneş Bebeği Şimdi Böyle Görünüyor,2371, tartışmak
" Kırk yıl önce Lego, ebeveynlere cinsiyetin nasıl işlediğine dair güçlü bir mektup yazdı",1969, tartışmak
 James Foley celladının İngiliz rapçi olduğu söylendi Daha fazlasını okuyun: James Foley celladının İngiliz rapçi olduğu söylendi,1598, tartışmak
 Batman Yaklaşan Biyografide Steve Jobs'ı Canlandıracak,1226, aynı fikirde olmamak
 IŞİD kurtarma görevindeki annesine: 'Oğlunu yedin' dedi,1956, tartışmak
 RAPOR: Michael Brown Saldırısının İddiaya Göre Yeni Ses Kaydı,2220, tartışmak
"Yetkililer ve ailesi, Amerikalı gazetecinin başının kesildiğini gösteren videonun gerçek olduğuna inandıklarını söyledi",2096, tartışmak
" Fotoğrafta: ABD yetkililerinin 11 Eylül yıldönümünde terör saldırısı düzenlemek için kullanılabilecekleri uyarısında bulunduğu sırada, Libyalı İslamcı isyancılar Trablus havaalanından ele geçirilen uçaklarla poz veriyor",2208, kabul etmek
 IŞİD'in ABD Sınırını Geçtiğine Dair Söylentilerin Neden Bitmediği İşte Bu Nedenle,2261, tartışmak
 Adam Bali tatili sırasında derisinin altında yaşayan bir örümcek keşfetti,2338, tartışmak
"Apple Watch'un Paslanmaz Çelik İçin 500 Dolardan, Altın İçin 4.000 Dolardan Başlayacağı Bildirildi",1458, tartışmak
 Savaş Anıtı'nda asker vuruldu; Parlamento'da birden fazla el ateş açıldı,2410, tartışmak
 Meksika'da 43 Öğrencinin Kaybolduğu Yerin Yakınında Toplu Mezarlar Bulundu,1405, tartışmak
 Boko Haram ateşkes anlaşmasının bir parçası olarak kaçırılan kız öğrencileri serbest bırakacak,2463, tartışmak
 Bir video oyunundaki bu istifa mektubu şimdiye kadarki en iyi istifa mektubu olabilir,2185, tartışmak
" Irak, Lübnan'da gözaltına alınan kadının IŞİD liderinin eşi olmadığını söyledi",2337, kabul etmek
 Pentagon: IŞİD ABD Silah Paketini Ele Geçirdi,465, kabul etmek
 Bavulun yanında eşyalarla dolu halde bulunan köpeğin sahibini bulmak için arama çalışmaları başlatıldı,1164, kabul etmek
" Denizci Kafasından Vuruldu, Uzaklaştı",2267, kabul etmek
 Bali örümceği Avustralyalının göğsünün altına giriyor,761, kabul etmek
" Rahibe doğum yaptı, bebeği tutmayı düşünüyor",1720, tartışmak
" Michael Brown'ın vurularak öldürüldüğü an 'ses kaydına yakalandı': FBI, son 'öldürücü atışlar' da dahil olmak üzere ON BİR el ateş edildiğine dair potansiyel olarak suçlayıcı bir kayıt verdi",2345, tartışmak
 Nijerya'da bildirilen saldırıların ardından Boko Haram'ın 'ateşkesi' şüpheyle karşılanıyor,1896, tartışmak
 #Hairgate: iPhone 6'nın saç ve sakalları kopardığına dair haberler muhtemelen abartılı,1769, tartışmak
" DSÖ, Irak'ta şüpheli Ebola vakalarına ilişkin haberlerin asılsız olduğunu söylüyor",1122, tartışmak
 Christian Bale Steve Jobs'u canlandırmayacak,2017, tartışmak
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydını Yayımladı",2118, tartışmak
" IŞİD, ABD Hava İndirme Biriminden Malzeme Aldığını İddia Ediyor",2172, tartışmak
" YouTube Sansasyonu 'DC Oyuncak Koleksiyoncusu'nun Arkasındaki Eski Porno Yıldızı, Disney Oyuncaklarının Kutusunu Açarak Yılda 5 Milyon Dolar Kazanıyor",1315, kabul etmek
 Nijerya: Ateşkesin bildirilmesinin ardından kaçırılan kız öğrencilerin geri dönmesine yönelik umutlar arttı,2272, tartışmak
 Nikaragua'nın başkenti Managua'da meteor krater açtı,2264, tartışmak
 Militan Grup Suriye'de Amerikalı Gazeteciyi Öldürdüğünü Söyledi,847, tartışmak
 Bu Dizi Yıldızının Testislerinin 'Çekici Sarışın' Organ Kaçakçısı Tarafından Çalındığı İddia Edildi,342, tartışmak
 Tanrı Bir Kadındır – Dirilen Baba Anlatıldı,1549, aynı fikirde olmamak
 Rus televizyon oyuncusu uyandığında testislerinin çalındığını gördü,1231, kabul etmek
" Christian Bale, Apple'ın kurucu ortağının yakında yayınlanacak biyografisinde Steve Jobs'u canlandıracak",860, tartışmak
" Matt Taibbi, First Look Media'dan izinli",1083, kabul etmek
" Rapor: Ses, Michael Brown Vurulduğu Sırada Silah Sesleri Arasında Duraklama Olduğunu Gösteriyor",1817, tartışmak
" IŞİD militanlarının, kaçırılan Amerikalı gazeteci James Wright Foley'in kafasını kestiği çarpıcı videoda ortaya çıktı",2386, tartışmak
" NASA, Managua patlamasının bir meteor olmadığını öne sürüyor",2154, tartışmak
" Video: Denizci, kaskı sayesinde Taliban keskin nişancısının kafasından vurulmaktan kurtuldu",2360, kabul etmek
 IŞİD savaşçıları ele geçirilen jetleri uçurmak için eğitim alıyor — watchdog,2408, tartışmak
 Üzgünüm Herkes: Durex Ne yazık ki Balkabağı Baharatlı Kondom Üretmiyor,2354, kabul etmek
" Aaron Sorkin, Christian Bale'in Steve Jobs'ı Oynayacağını Doğruladı",2343, tartışmak
 Beyaz Saray Çit Atlayıcısı Bildirilenden Daha Uzak Bir Yere İndi,2303, tartışmak
" Nijerya, kaçırılan kızların serbest bırakılması için Boko Haram ile anlaşma yaptığını duyurdu",557, tartışmak
 Utah'lı adam yumurta likörü içme yarışmasından sonra hastaneye kaldırıldı,1901, kabul etmek
" Apple-HBO Anlaşması, Aylık 15 Dolarlık Web'e Özel Apple TV Yayın Hizmetini Başlatıyor",727, tartışmak
 Çalınan Batmobile Davası Çözüldü,2062, tartışmak
Son dakika: Ottawa'daki Ulusal Savaş Anıtı'nda asker vuruldu,682, tartışmak
 Ferguson'dan Yeni Ses Kaydı Michael Brown'ın Vurulmasını Yakalayabilir,2287, tartışmak
"Kuzey Kore direktifi, Kim Jong-un'un isminin paylaşılmasına yönelik yasağı ortaya koyuyor",1678, tartışmak
" NASA, Nikaragua Meteorit Raporları Hakkında Şüpheleri Artırıyor",1661, tartışmak
" Nijerya ile Boko Haram ateşkes anlaşmasına vardı, kaçırılan kızlar serbest bırakılacak, yetkili diyor",1896, tartışmak
" New York Şehri, Küçük Miktarda Esrar Bulundurma Suçundan Tutuklamaları Sonlandırmayı Planlıyor",873, tartışmak
" 48 dakika ölen rahip, Tanrı'yla tanıştığını ve onun bir kadın olduğunu söyledi",1227, aynı fikirde olmamak
" Rapor: Yönetici, blackjack'te koşuşturmacanın ardından 300 bin dolarlık akşam yemeği için yakalandı",2111, tartışmak
 Nijerya'daki Boko Haram Ateşkesi'nin Ateşkes Olmadığı,2530, tartışmak
 IŞİD Militanları ABD'li Gazeteci James Wright Foley'in Başını Kestiklerini İddia Ediyor,1011, tartışmak
 Teletubbies'deki bebek kendini gösteriyor,2371, tartışmak
 Kanada vatandaşı Gill Rosenberg'in Suriye'de IŞİD tarafından yakalandığı bildirildi,1295, tartışmak
 Cihatçı John'un Batı Londra'dan İngiliz bir adam olduğu tespit edildi,1939, tartışmak
 Meksika protestosunda 40 öğrencinin kaybolmasının ardından toplu mezar bulundu,777, tartışmak
 Yeni politika esrar bulundurma tutuklamalarını azaltabilir,2372, tartışmak
 Axl Rose ÖLMÜYOR: Sahte MSNBC Ölüm Aldatmacası Facebook'ta Viral Oldu,1161, kabul etmek
" Abdel-Majed Abdel Bary: Londra Rapçisi, James Foley'i Kafasını Kesen IŞİD Militanı Olarak Tanımlandı",2528, tartışmak
 “Willie Nelson 2015'te öldü”: Gitarist internetteki ölüm aldatmacasıyla öldürüldü,2186, kabul etmek
 Evsiz bir adama 100 dolar verin ve ne yaptığını görün [Video],2061, kabul etmek
" ABD ve İngiltere, gazeteci James Foley'i kafasını kesen İngiliz asıllı militanı rapçi olarak görüyor",1530, tartışmak
 Luke Somers 'Yemen'deki başarısız kurtarma girişiminde öldürüldü',1187, tartışmak
 Star Wars 7: JJ Abrams vizyon tarihini 2015 yazına ertelemek istiyor,193, tartışmak
" Papa Francis, köpeği ölen çocuğa cennetin herkese açık olduğunu söyledi",2297, kabul etmek
 WTC fareleri Anna Wintour'u korkutuyor,1619, tartışmak
 Macaulay Culkin Öldü: İnternet Ölüm Sahtekarlığı Oyuncunun Dairede Ölü Bulunduğunu İddia Ediyor,1559, kabul etmek
 Teksas-Meksika Sınırında IŞİD Tehdidi Var mı?,2367, tartışmak
 Meksika'da şüpheli öğrenci katliamının gerçekleştiği yerde 4 mezar daha bulundu,983, tartışmak
" Raporda, Kim Jong-un'un kırık ayak bileklerinin onarılması için ameliyat olduğu iddia edildi",1081, tartışmak
" Apple Watch kullanıcılarının her gece şarj etmeleri gerekecek, şirket lansmandan önce çalışma süresini iyileştirmek için çalışmaya devam ediyor",1702, tartışmak
 ABD'li rapçi ve Sugarhill Gang'in kurucu üyesi Big Bank Hank 57 yaşında öldü,824, kabul etmek
 HABERLER/ Evsiz Bir Adamın 100 Doları Nasıl Harcadığını Asla Tahmin Edemeyeceksiniz—Dokunaklı Videoyu İzleyin!,738, kabul etmek
 'Cihatçı John': Maskenin ardındaki IŞİD katili genç bir Londralı,872, tartışmak
" Avukat: Yeni ses kaydı, Michael Brown vurulduğunda silah sesindeki duraklamayı ortaya koyuyor",1605, tartışmak
 Robert Plant'in Led Zeppelin'i Yeniden Birleştirmek İçin 800 Milyon Dolarlık Sözleşmeyi Parçaladığı Söylentisi 'Çöp' Olarak Adlandırıldı,1978, aynı fikirde olmamak
"Geri döndü! Muhteşem yeni Batmobile, ÇALINDIĞI söylentilerinin ardından Detroit'te tur atıyor...",1671, tartışmak
 Kanada'nın parlamento binasına sadece birkaç adım uzaklıktaki savaş anıtında bir asker vuruldu,1539, kabul etmek
" IŞİD, savaşçılar arasında teyit edilen beş Ebola vakasına müdahale ediyor: resmi",2075, tartışmak
