Headline,Body ID,Stance
Sugarhill Gang rapper Big Bank Hank dies at age 57,2035,1
Vogue’s Shiny New Office Has a Big Rat Problem,2520,0
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,1622,0
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,2042,1
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1502,1
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1904,0
Saudi cleric issues fatwa on snowmen,1266,0
Apple's 12-Inch Retina MacBook Air Shown in Artist's Renditions,1101,0
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,454,1
Isis claims to behead US journalist,1580,0
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",1517,1
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,2519,0
Apple Watch to sell 15M units in 2015 and ‘ignite global smartwatch market’,1524,0
Meteor Leaves 40-Foot Crater Near Managua's Airport,966,1
Newly Discovered Mass Grave Linked to Missing Mexican Students,1405,0
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,955,-1
"Boko Haram claims to have German hostage, denies ceasefire",2463,0
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1184,1
Man who SLAPS people if they sneeze in public being hunted by police,1952,0
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",65,1
Ebola Scare in Kansas City,2501,0
God Is A Woman – Resurrected Father Narated,1014,1
"Rajasthan: Man Tries to Rape Teenager, Angry Mob Chops His Penis Off",1959,1
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1681,0
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1009,0
Michael Abdul Zehaf Bibeau Pictures: Photos of Alleged ISIS-Linked Gunman in Canada,2214,0
Islamic State accused of using chlorine gas on Iraqi soldiers,1590,0
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",2343,0
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1588,0
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,1519,0
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],586,0
An audio recording of the Michael Brown shooting has reportedly surfaced,2149,0
Conflicting reports on alleged IS capture of Canadian woman,1295,0
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,891,0
"PGA Tour Pro Claims Tiger Woods Is Currently Suspended For PEDs, Compares Him To Lance Armstrong",2330,0
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",2269,1
SEE IT: California homeless man uses $100 gift to give food to others,1245,1
BREAKING: British-born hostage 'KILLED in failed rescue attempt',1119,0
Apple Reportedly Relying More Heavily on Samsung for iPhone 6 and Apple Watch Components,989,0
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",1376,1
Militant Group Says It Killed American Journalist in Syria,2147,0
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1970,1
‘Cannibal mother tries to eat her newborn baby after giving birth’,1462,0
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),2127,0
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1843,0
It Begins: HazMat-Wearing Passenger Spotted At Airport,1826,1
20-Year-Old Quarter Pounder Looks About the Same,2474,1
Predator Drone Reportedly Spotted Over ISIS Stronghold,2412,0
CNN audio: Is this the moment Michael Brown was shot?,1916,0
Vigilantes cut off alleged rapist's penis,2115,1
Report: Christian Bale Just Bailed on the Steve Jobs Movie,234,1
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,2349,1
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,2509,0
Ferguson riots: audio may have captured Michael Brown shooting,1446,0
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1679,0
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,288,0
Amazon is opening its first physical store,1745,1
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1747,0
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,2166,1
Comcast blocks Tor,1359,1
"Rajasthan: Man Tries to Rape Teenager, Angry Mob Chops His Penis Off",2115,1
ESPN's Domestic Violence Panel Is Missing Something Important,1699,-1
‘Banksy’ Instagram tribute to Charlie Hebdo victims not posted by artist,2070,1
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1835,0
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1966,0
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,2165,1
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,1843,0
Doubts cast over Nicaragua meteorite claim,1249,0
Kim Jong-Un's Sister Takes Control in North Korea,2477,0
Rumors of ISIS leader's death debunked,1889,0
‘The cub of Baghdadi': ISIS reports its youngest jihadist ‘got martyred’ in battle,908,0
"Jose Canseco injured in accidental shooting, per reports",1145,0
Her Majesty’s magic mushrooms,2424,1
Pentagon: ISIS seized materials airdropped to Kurds,2397,0
The news of Cesar Millan's death is false,2143,1
ISIL Beheads American Photojournalist in Iraq,933,0
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",2337,1
"Tropical spider burrows under man's skin, lives there for three days",1923,-1
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,2412,0
Cameron vows to hunt down IS 'monsters' after Haines murder,1224,0
"In New York City, Marijuana May Mean Ticket, Not Arrest",1732,0
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1797,0
Christian Bale Is Steve Jobs,1846,-1
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1602,0
James Foley remembered as 'brave and tireless' journalist,1288,0
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,2148,0
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,2403,0
Banksy arrest hoax: US website claims street artist caught in Watford,1739,1
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,1376,0
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,2356,0
Report: Secret Service Lied About White House Fence Jumper,716,0
"Nun gives birth, intends to keep baby",534,0
This Guy Paid Off His Parents’ Mortgage For Christmas,1567,1
‘Photo of slain IS leader’ reported to be doctored,621,0
ISIS Getting Ebola,2003,0
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,852,-1
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",1893,0
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,2272,0
'Snake wine' to the rescue of Kim Jong-un's love life,2296,1
Missing Libyan jetliners raise fears of terror attacks on 9/11,2162,0
"In Kim Jong Un's absence, his sister may rule. Or not.",2477,0
Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,1897,1
Reports: Boko Haram may release schoolgirls as part of deal,2530,0
Eyewitness Says Viral Video of Homeless Man Was Staged,1925,-1
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',855,1
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,1459,0
Nigeria says ceasefire agreed with Boko Haram,1166,0
Luke Somers 'killed in failed rescue attempt in Yemen',1187,0
Eyewitness Says Viral Video of Homeless Man Was Staged,2305,-1
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,992,0
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,2096,0
China App Store Manipulation Photo Goes Viral - But Is It Real?,1784,0
Alleged audio of Michael Brown shooting released,1426,0
For sale: Tiger's former island in Sweden,965,1
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,139,1
Tropical spider burrows under man's skin through scar,1860,1
'Jihadi John': Isis fighter named as Mohammed Emwazi from west London,2123,0
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1093,0
Texas Plumber Isn't Sure How Extremists In Syria Ended Up With His Work Truck,2242,1
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,979,-1
Taylor Lianne Chandler: Everything you need to know about Michael Phelps’ intersex girlfriend,2454,0
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,189,0
White House Fence Jumper Actually Made It Pretty Far Inside,1017,1
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,2123,0
Dog found abandoned outside railway station with suitcase of his belongings,1164,1
Iraqi media says ISIS militants have contracted Ebola,2003,0
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1896,0
"No, a mechanical polar bear is not about to be given an Asbo",2446,1
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1471,0
Obama: murder of James Foley 'shocks the conscience of the entire world',2495,0
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,804,1
Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,2180,0
"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",899,1
Report: Exec popped for $300k dinner after run at blackjack,1239,0
Wayward sister ‘nun the wiser’ about baby,2492,1
Report: Fence jumper made it into East Room of White House,1274,0
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1974,0
A Mass Grave Points to a Student Massacre in Mexico,1912,0
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,2307,1
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,2508,-1
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,2211,1
J.J. Abrams Asks Disney To Move Up 'Star Wars: The Force Awakens' Release Date,1393,0
Homeland Security: No ISIL fighters on U.S. border,2093,0
"ISIS Unleash ""Scorpion"" Bombs In Iraq",1474,1
James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,1598,0
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1446,0
ISIS Video Purports To Show Beheading Of British Aid Worker,2206,0
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,24,1
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",1764,0
Seth Rogen Is Woz,1262,0
More American Weapons for ISIS,781,1
Nigeria says it has deal with Boko Haram to release kidnapped girls,1195,0
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1388,0
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',1890,1
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,2278,1
Mexican investigators fear mass grave might hold 43 missing students,2342,0
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1197,1
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,542,0
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,1472,0
Mexico finds 4 more graves at site of suspected student massacre,1109,0
AWESOME! Canadian Parliament’s Sergeant-at-Arms Kevin Vickers Takes Out Gunman,1631,0
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1885,0
Now the Vogue Rats Are Chewing Through Couture,1045,1
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,608,0
ISIS Reportedly Beheads American Photojournalist in Iraq,1288,0
Lebanon 'holding IS leader's daughter and ex-wife',703,0
ISIS Getting Ebola,1778,-1
"Dogs DO go to heaven… and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well",1832,-1
The iPhone 6 'Hairgate' Is Not a Thing,1769,0
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1893,0
CNN Posts Alleged Audio of Michael Brown Shooting,499,0
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",2088,0
Missing American journalist reportedly beheaded by Islamic State ,368,0
Vogue’s Rat Infestation: Disturbing New Details,2031,1
Mirfield man's tears of joy after lost voicemail of wife retrieved,996,1
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,1530,0
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,2345,1
IS Militants Kill 300 Iraqi Soldiers with Chlorine Gas,2224,0
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',1173,0
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1747,1
Ferguson riots: audio may have captured Michael Brown shooting,483,0
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",1690,0
Michael Phelps’ alleged girlfriend says she was born intersex,2454,0
Texas plumber's truck on front line of Syria war,2379,1
CBS News Names Canadian Parliament Shooting Suspect,2214,0
ISIS executioner 'Jihadi John' named by media,1424,0
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",2208,0
Podcast: Brown Moses on what’s flying over Iraq and Syria,2469,0
"Meteorite makes big crater in Nicaragua, government says",601,-1
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,1398,0
Sugarhill Gang rapper Big Bank Hank dies at age 57,1831,1
US officials: Video shows American's execution,311,0
North Korean leader Kim Jong-un to open restaurant in Scotland,2452,0
